huespedes,dormitorios,camas,baños,precio_eur,valoracion,alojamiento,limpieza,llegada_autonoma,ubicacion_fantastica,wifi,cocina,lavadora,aire,secador,frigorifico,ciudad,nombre,urls
6,2,3,2,140,4.98,Alojamiento entero,Limpieza avanzada,No Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,Lavadora,Aire acondicionado,Secador de pelo,Frigorífico,Madrid,Habitación cerca Atocha con WIFI,https://www.airbnb.es/rooms/12717553?adults=1&children=0&infants=0&check_in=2022-01-14&check_out=2022-01-16&previous_page_section_name=1000&federated_search_id=366e0421-03ca-482a-856a-1a7ba3c94062
6,3,4,1,90,4.77,Alojamiento entero,Limpieza avanzada,Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,Lavadora,Aire acondicionado,Secador de pelo,Frigorífico,Madrid,Habitación cerca Atocha con WIFI,https://www.airbnb.es/rooms/12717553?adults=1&children=0&infants=0&check_in=2022-01-14&check_out=2022-01-16&previous_page_section_name=1000&federated_search_id=366e0421-03ca-482a-856a-1a7ba3c94062
3,1,2,2,28,4.47,Habitación privada,Limpieza avanzada,No Llegada autónoma,No ubicación_fantastica,Wifi,No cocina,Lavadora,No Aire acondicionado,No Secador de pelo,No Frigorífico,Madrid,**** CENTRO - MALASAÑA B&B ****,https://www.airbnb.es/rooms/93100?adults=1&children=0&infants=0&check_in=2022-10-21&check_out=2022-10-23&previous_page_section_name=1000&federated_search_id=dfd24bcc-29cf-495a-9b85-a20de8ef021d
6,2,4,1,145,4.81,Alojamiento entero,Limpieza avanzada,No Llegada autónoma,Ubicación fantástica,Wifi,Cocina,Lavadora,Aire acondicionado,Secador de pelo,No Frigorífico,Madrid,**** CENTRO - MALASAÑA B&B ****,https://www.airbnb.es/rooms/93100?adults=1&children=0&infants=0&check_in=2022-10-21&check_out=2022-10-23&previous_page_section_name=1000&federated_search_id=dfd24bcc-29cf-495a-9b85-a20de8ef021d
6,2,5,2,110,4.72,Alojamiento entero,No Limpieza avanzada,Llegada autónoma,Ubicación fantástica,Wifi,Cocina,No lavadora,Aire acondicionado,Secador de pelo,No Frigorífico,Madrid,**** CENTRO - MALASAÑA B&B ****,https://www.airbnb.es/rooms/93100?adults=1&children=0&infants=0&check_in=2022-10-21&check_out=2022-10-23&previous_page_section_name=1000&federated_search_id=dfd24bcc-29cf-495a-9b85-a20de8ef021d
6,3,5,2,89,4.91,Alojamiento entero,Limpieza avanzada,No Llegada autónoma,No ubicación_fantastica,No Wifi,Cocina,Lavadora,Aire acondicionado,No Secador de pelo,No Frigorífico,Madrid,Habitación en madrid centro metro gran vía,https://www.airbnb.es/rooms/49685824?adults=1&children=0&infants=0&check_in=2022-11-18&check_out=2022-11-20&previous_page_section_name=1000&federated_search_id=dfd24bcc-29cf-495a-9b85-a20de8ef021d
5,2,3,2,150,4.68,Alojamiento entero,No Limpieza avanzada,Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,No lavadora,Aire acondicionado,Secador de pelo,Frigorífico,Madrid,Habitación en madrid centro metro gran vía,https://www.airbnb.es/rooms/49685824?adults=1&children=0&infants=0&check_in=2022-11-18&check_out=2022-11-20&previous_page_section_name=1000&federated_search_id=dfd24bcc-29cf-495a-9b85-a20de8ef021d
4,2,2,1,69,4.78,Alojamiento entero,Limpieza avanzada,No Llegada autónoma,Ubicación fantástica,Wifi,Cocina,Lavadora,Aire acondicionado,Secador de pelo,Frigorífico,Madrid,B. H. Plaza Mayor,https://www.airbnb.es/rooms/10923447?adults=1&children=0&infants=0&check_in=2022-02-18&check_out=2022-02-20&previous_page_section_name=1000&federated_search_id=dfd24bcc-29cf-495a-9b85-a20de8ef021d
6,2,3,2,190,4.63,Alojamiento entero,Limpieza avanzada,Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,Lavadora,Aire acondicionado,Secador de pelo,No Frigorífico,Madrid,B. H. Plaza Mayor,https://www.airbnb.es/rooms/10923447?adults=1&children=0&infants=0&check_in=2022-02-18&check_out=2022-02-20&previous_page_section_name=1000&federated_search_id=dfd24bcc-29cf-495a-9b85-a20de8ef021d
2,1,1,1,61,4.73,Habitación privada,Limpieza avanzada,Llegada autónoma,No ubicación_fantastica,No Wifi,No cocina,No lavadora,No Aire acondicionado,No Secador de pelo,No Frigorífico,Madrid,HABITACION - SUITE EN EL CENTRO DE MADRID.,https://www.airbnb.es/rooms/44162510?adults=1&children=0&infants=0&check_in=2022-04-15&check_out=2022-04-17&previous_page_section_name=1000&federated_search_id=dfd24bcc-29cf-495a-9b85-a20de8ef021d
5,2,4,1,174,4.0,Alojamiento entero,Limpieza avanzada,No Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,Lavadora,Aire acondicionado,Secador de pelo,No Frigorífico,Madrid,HABITACION - SUITE EN EL CENTRO DE MADRID.,https://www.airbnb.es/rooms/44162510?adults=1&children=0&infants=0&check_in=2022-04-15&check_out=2022-04-17&previous_page_section_name=1000&federated_search_id=dfd24bcc-29cf-495a-9b85-a20de8ef021d
6,3,4,2,141,4.58,Alojamiento entero,Limpieza avanzada,No Llegada autónoma,No ubicación_fantastica,No Wifi,No cocina,No lavadora,No Aire acondicionado,No Secador de pelo,No Frigorífico,Madrid,HABITACION - SUITE EN EL CENTRO DE MADRID.,https://www.airbnb.es/rooms/44162510?adults=1&children=0&infants=0&check_in=2022-04-15&check_out=2022-04-17&previous_page_section_name=1000&federated_search_id=dfd24bcc-29cf-495a-9b85-a20de8ef021d
3,0,2,1,72,4.73,Alojamiento entero,No Limpieza avanzada,Llegada autónoma,Ubicación fantástica,Wifi,Cocina,Lavadora,Aire acondicionado,Secador de pelo,Frigorífico,Madrid,Descubre Sol y Gran Vía en nuestro estudio,https://www.airbnb.es/rooms/4302977?adults=1&children=0&infants=0&check_in=2022-09-09&check_out=2022-09-11&previous_page_section_name=1000&federated_search_id=dfd24bcc-29cf-495a-9b85-a20de8ef021d
6,2,4,2,170,4.89,Alojamiento entero,Limpieza avanzada,No Llegada autónoma,Ubicación fantástica,Wifi,Cocina,Lavadora,Aire acondicionado,Secador de pelo,No Frigorífico,Madrid,Descubre Sol y Gran Vía en nuestro estudio,https://www.airbnb.es/rooms/4302977?adults=1&children=0&infants=0&check_in=2022-09-09&check_out=2022-09-11&previous_page_section_name=1000&federated_search_id=dfd24bcc-29cf-495a-9b85-a20de8ef021d
6,2,3,1,94,4.0,Alojamiento entero,Limpieza avanzada,No Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,Lavadora,Aire acondicionado,No Secador de pelo,No Frigorífico,Madrid,Descubre Sol y Gran Vía en nuestro estudio,https://www.airbnb.es/rooms/4302977?adults=1&children=0&infants=0&check_in=2022-09-09&check_out=2022-09-11&previous_page_section_name=1000&federated_search_id=dfd24bcc-29cf-495a-9b85-a20de8ef021d
2,1,2,1,30,4.91,Habitación privada,Limpieza avanzada,No Llegada autónoma,Ubicación fantástica,Wifi,No cocina,No lavadora,Aire acondicionado,No Secador de pelo,No Frigorífico,Madrid,Room for rent with breakfast (a),https://www.airbnb.es/rooms/15609190?adults=1&children=0&infants=0&check_in=2022-07-08&check_out=2022-07-10&previous_page_section_name=1000&federated_search_id=dfd24bcc-29cf-495a-9b85-a20de8ef021d
6,3,4,2,160,4.6,Alojamiento entero,Limpieza avanzada,No Llegada autónoma,Ubicación fantástica,No Wifi,No cocina,No lavadora,No Aire acondicionado,No Secador de pelo,No Frigorífico,Madrid,Room for rent with breakfast (a),https://www.airbnb.es/rooms/15609190?adults=1&children=0&infants=0&check_in=2022-07-08&check_out=2022-07-10&previous_page_section_name=1000&federated_search_id=dfd24bcc-29cf-495a-9b85-a20de8ef021d
6,3,3,2,135,4.78,Alojamiento entero,Limpieza avanzada,Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,Lavadora,Aire acondicionado,No Secador de pelo,No Frigorífico,Madrid,Room for rent with breakfast (a),https://www.airbnb.es/rooms/15609190?adults=1&children=0&infants=0&check_in=2022-07-08&check_out=2022-07-10&previous_page_section_name=1000&federated_search_id=dfd24bcc-29cf-495a-9b85-a20de8ef021d
1,1,1,1,65,4.6,Habitación privada,Limpieza avanzada,No Llegada autónoma,No ubicación_fantastica,Wifi,No cocina,No lavadora,Aire acondicionado,Secador de pelo,No Frigorífico,Madrid,Hostal en el centro de Madrid a 2min de callao,https://www.airbnb.es/rooms/32121856?adults=1&children=0&infants=0&check_in=2022-03-04&check_out=2022-03-06&previous_page_section_name=1000&federated_search_id=dfd24bcc-29cf-495a-9b85-a20de8ef021d
7,2,4,1,152,4.53,Alojamiento entero,Limpieza avanzada,Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,Lavadora,Aire acondicionado,Secador de pelo,Frigorífico,Madrid,Hostal en el centro de Madrid a 2min de callao,https://www.airbnb.es/rooms/32121856?adults=1&children=0&infants=0&check_in=2022-03-04&check_out=2022-03-06&previous_page_section_name=1000&federated_search_id=dfd24bcc-29cf-495a-9b85-a20de8ef021d
5,2,4,2,144,4.86,Alojamiento entero,Limpieza avanzada,No Llegada autónoma,Ubicación fantástica,No Wifi,No cocina,No lavadora,No Aire acondicionado,No Secador de pelo,No Frigorífico,Madrid,Hostal en el centro de Madrid a 2min de callao,https://www.airbnb.es/rooms/32121856?adults=1&children=0&infants=0&check_in=2022-03-04&check_out=2022-03-06&previous_page_section_name=1000&federated_search_id=dfd24bcc-29cf-495a-9b85-a20de8ef021d
2,1,1,1,25,4.7,Habitación privada,Limpieza avanzada,No Llegada autónoma,Ubicación fantástica,Wifi,Cocina,No lavadora,Aire acondicionado,Secador de pelo,Frigorífico,Madrid,Habitación sencilla y amplia.,https://www.airbnb.es/rooms/7813405?adults=1&children=0&infants=0&check_in=2022-01-21&check_out=2022-01-23&previous_page_section_name=1000&federated_search_id=dfd24bcc-29cf-495a-9b85-a20de8ef021d
6,2,3,2,200,4.84,Alojamiento entero,Limpieza avanzada,No Llegada autónoma,Ubicación fantástica,Wifi,Cocina,Lavadora,No Aire acondicionado,Secador de pelo,Frigorífico,Madrid,Habitación sencilla y amplia.,https://www.airbnb.es/rooms/7813405?adults=1&children=0&infants=0&check_in=2022-01-21&check_out=2022-01-23&previous_page_section_name=1000&federated_search_id=dfd24bcc-29cf-495a-9b85-a20de8ef021d
5,2,4,1,145,4.64,Alojamiento entero,Limpieza avanzada,No Llegada autónoma,Ubicación fantástica,Wifi,Cocina,Lavadora,Aire acondicionado,No Secador de pelo,No Frigorífico,Madrid,Habitación sencilla y amplia.,https://www.airbnb.es/rooms/7813405?adults=1&children=0&infants=0&check_in=2022-01-21&check_out=2022-01-23&previous_page_section_name=1000&federated_search_id=dfd24bcc-29cf-495a-9b85-a20de8ef021d
2,1,1,1,65,4.88,Alojamiento entero,Limpieza avanzada,No Llegada autónoma,Ubicación fantástica,No Wifi,No cocina,No lavadora,No Aire acondicionado,No Secador de pelo,No Frigorífico,Madrid,EL CAPRICHO SOLO PARA TI,https://www.airbnb.es/rooms/49537459?adults=1&children=0&infants=0&check_in=2022-06-03&check_out=2022-06-05&previous_page_section_name=1000&federated_search_id=dfd24bcc-29cf-495a-9b85-a20de8ef021d
5,3,4,1,85,4.63,Alojamiento entero,Limpieza avanzada,No Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,Lavadora,No Aire acondicionado,No Secador de pelo,Frigorífico,Madrid,EL CAPRICHO SOLO PARA TI,https://www.airbnb.es/rooms/49537459?adults=1&children=0&infants=0&check_in=2022-06-03&check_out=2022-06-05&previous_page_section_name=1000&federated_search_id=dfd24bcc-29cf-495a-9b85-a20de8ef021d
5,2,4,1,100,4.74,Alojamiento entero,Limpieza avanzada,No Llegada autónoma,Ubicación fantástica,Wifi,Cocina,Lavadora,Aire acondicionado,Secador de pelo,No Frigorífico,Madrid,EL CAPRICHO SOLO PARA TI,https://www.airbnb.es/rooms/49537459?adults=1&children=0&infants=0&check_in=2022-06-03&check_out=2022-06-05&previous_page_section_name=1000&federated_search_id=dfd24bcc-29cf-495a-9b85-a20de8ef021d
2,1,1,1,60,4.77,Alojamiento entero,Limpieza avanzada,No Llegada autónoma,Ubicación fantástica,Wifi,Cocina,Lavadora,Aire acondicionado,Secador de pelo,No Frigorífico,Madrid,APARTAMENTO MADRID CENTRAL - CALLAO - GRAN VÍA,https://www.airbnb.es/rooms/51169646?adults=1&children=0&infants=0&check_in=2022-02-25&check_out=2022-02-27&previous_page_section_name=1000&federated_search_id=dfd24bcc-29cf-495a-9b85-a20de8ef021d
5,2,5,1,161,4.6,Alojamiento entero,Limpieza avanzada,Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,Lavadora,No Aire acondicionado,Secador de pelo,Frigorífico,Madrid,APARTAMENTO MADRID CENTRAL - CALLAO - GRAN VÍA,https://www.airbnb.es/rooms/51169646?adults=1&children=0&infants=0&check_in=2022-02-25&check_out=2022-02-27&previous_page_section_name=1000&federated_search_id=dfd24bcc-29cf-495a-9b85-a20de8ef021d
6,3,5,2,107,4.0,Alojamiento entero,Limpieza avanzada,No Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,Lavadora,Aire acondicionado,No Secador de pelo,No Frigorífico,Madrid,APARTAMENTO MADRID CENTRAL - CALLAO - GRAN VÍA,https://www.airbnb.es/rooms/51169646?adults=1&children=0&infants=0&check_in=2022-02-25&check_out=2022-02-27&previous_page_section_name=1000&federated_search_id=dfd24bcc-29cf-495a-9b85-a20de8ef021d
5,2,2,1,50,4.18,Alojamiento entero,Limpieza avanzada,No Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,Lavadora,No Aire acondicionado,Secador de pelo,Frigorífico,Madrid,PISO GRANDE/CENTRO MADRID WIFI disponible,https://www.airbnb.es/rooms/9982157?adults=1&children=0&infants=0&check_in=2022-03-18&check_out=2022-03-20&previous_page_section_name=1000&federated_search_id=dfd24bcc-29cf-495a-9b85-a20de8ef021d
5,3,3,2,85,4.0,Alojamiento entero,Limpieza avanzada,No Llegada autónoma,No ubicación_fantastica,No Wifi,No cocina,No lavadora,No Aire acondicionado,No Secador de pelo,No Frigorífico,Madrid,PISO GRANDE/CENTRO MADRID WIFI disponible,https://www.airbnb.es/rooms/9982157?adults=1&children=0&infants=0&check_in=2022-03-18&check_out=2022-03-20&previous_page_section_name=1000&federated_search_id=dfd24bcc-29cf-495a-9b85-a20de8ef021d
2,1,1,1,50,4.87,Habitación privada,Limpieza avanzada,No Llegada autónoma,Ubicación fantástica,Wifi,No cocina,Lavadora,Aire acondicionado,Secador de pelo,No Frigorífico,Madrid,ROOM 3 WITH PRIVATE BATHROOM AND BALCONIES,https://www.airbnb.es/rooms/30011385?adults=1&children=0&infants=0&check_in=2022-02-04&check_out=2022-02-06&previous_page_section_name=1000&federated_search_id=dfd24bcc-29cf-495a-9b85-a20de8ef021d
8,3,3,1,135,4.22,Alojamiento entero,No Limpieza avanzada,No Llegada autónoma,No ubicación_fantastica,No Wifi,No cocina,No lavadora,No Aire acondicionado,No Secador de pelo,No Frigorífico,Madrid,ROOM 3 WITH PRIVATE BATHROOM AND BALCONIES,https://www.airbnb.es/rooms/30011385?adults=1&children=0&infants=0&check_in=2022-02-04&check_out=2022-02-06&previous_page_section_name=1000&federated_search_id=dfd24bcc-29cf-495a-9b85-a20de8ef021d
6,3,3,2,70,4.34,Alojamiento entero,No Limpieza avanzada,No Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,Lavadora,Aire acondicionado,Secador de pelo,No Frigorífico,Madrid,ROOM 3 WITH PRIVATE BATHROOM AND BALCONIES,https://www.airbnb.es/rooms/30011385?adults=1&children=0&infants=0&check_in=2022-02-04&check_out=2022-02-06&previous_page_section_name=1000&federated_search_id=dfd24bcc-29cf-495a-9b85-a20de8ef021d
4,1,2,1,64,4.0,Alojamiento entero,Limpieza avanzada,No Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,Lavadora,Aire acondicionado,No Secador de pelo,Frigorífico,Madrid,Cozy Place Atocha Lavapies - Free Parking,https://www.airbnb.es/rooms/53497077?adults=1&children=0&infants=0&check_in=2022-08-05&check_out=2022-08-07&previous_page_section_name=1000&federated_search_id=dfd24bcc-29cf-495a-9b85-a20de8ef021d
6,3,5,2,185,4.88,Alojamiento entero,Limpieza avanzada,No Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,Lavadora,Aire acondicionado,Secador de pelo,Frigorífico,Madrid,Cozy Place Atocha Lavapies - Free Parking,https://www.airbnb.es/rooms/53497077?adults=1&children=0&infants=0&check_in=2022-08-05&check_out=2022-08-07&previous_page_section_name=1000&federated_search_id=dfd24bcc-29cf-495a-9b85-a20de8ef021d
6,2,3,1,78,4.5,Alojamiento entero,Limpieza avanzada,Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,Lavadora,Aire acondicionado,Secador de pelo,Frigorífico,Madrid,Cozy Place Atocha Lavapies - Free Parking,https://www.airbnb.es/rooms/53497077?adults=1&children=0&infants=0&check_in=2022-08-05&check_out=2022-08-07&previous_page_section_name=1000&federated_search_id=dfd24bcc-29cf-495a-9b85-a20de8ef021d
2,1,1,1,36,4.9,Habitación privada,Limpieza avanzada,No Llegada autónoma,Ubicación fantástica,Wifi,Cocina,No lavadora,Aire acondicionado,Secador de pelo,Frigorífico,Madrid,Luminosa habitación en Gran Vía!!!,https://www.airbnb.es/rooms/531677?adults=1&children=0&infants=0&check_in=2022-05-06&check_out=2022-05-08&previous_page_section_name=1000&federated_search_id=dfd24bcc-29cf-495a-9b85-a20de8ef021d
6,2,4,2,171,4.73,Alojamiento entero,Limpieza avanzada,No Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,Lavadora,Aire acondicionado,Secador de pelo,No Frigorífico,Madrid,Luminosa habitación en Gran Vía!!!,https://www.airbnb.es/rooms/531677?adults=1&children=0&infants=0&check_in=2022-05-06&check_out=2022-05-08&previous_page_section_name=1000&federated_search_id=dfd24bcc-29cf-495a-9b85-a20de8ef021d
8,4,6,2,240,4.0,Alojamiento entero,Limpieza avanzada,Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,Lavadora,No Aire acondicionado,Secador de pelo,No Frigorífico,Madrid,Luminosa habitación en Gran Vía!!!,https://www.airbnb.es/rooms/531677?adults=1&children=0&infants=0&check_in=2022-05-06&check_out=2022-05-08&previous_page_section_name=1000&federated_search_id=dfd24bcc-29cf-495a-9b85-a20de8ef021d
2,1,1,1,60,4.6,Alojamiento entero,Limpieza avanzada,No Llegada autónoma,Ubicación fantástica,Wifi,Cocina,Lavadora,Aire acondicionado,Secador de pelo,Frigorífico,Madrid,Apartaestudio súper económico en Madrid Centro.,https://www.airbnb.es/rooms/18649429?adults=1&children=0&infants=0&check_in=2022-06-17&check_out=2022-06-19&previous_page_section_name=1000&federated_search_id=dfd24bcc-29cf-495a-9b85-a20de8ef021d
5,2,4,1,90,4.0,Alojamiento entero,No Limpieza avanzada,No Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,No lavadora,Aire acondicionado,Secador de pelo,Frigorífico,Madrid,Apartaestudio súper económico en Madrid Centro.,https://www.airbnb.es/rooms/18649429?adults=1&children=0&infants=0&check_in=2022-06-17&check_out=2022-06-19&previous_page_section_name=1000&federated_search_id=dfd24bcc-29cf-495a-9b85-a20de8ef021d
6,3,4,3,110,4.63,Alojamiento entero,No Limpieza avanzada,No Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,Lavadora,Aire acondicionado,No Secador de pelo,No Frigorífico,Madrid,Apartaestudio súper económico en Madrid Centro.,https://www.airbnb.es/rooms/18649429?adults=1&children=0&infants=0&check_in=2022-06-17&check_out=2022-06-19&previous_page_section_name=1000&federated_search_id=dfd24bcc-29cf-495a-9b85-a20de8ef021d
2,1,1,1,59,4.84,Alojamiento entero,Limpieza avanzada,Llegada autónoma,No ubicación_fantastica,No Wifi,No cocina,No lavadora,No Aire acondicionado,No Secador de pelo,No Frigorífico,Madrid,Precioso y acogedor apartamento en embajadores,https://www.airbnb.es/rooms/51442337?adults=1&children=0&infants=0&check_in=2022-04-01&check_out=2022-04-03&previous_page_section_name=1000&federated_search_id=dfd24bcc-29cf-495a-9b85-a20de8ef021d
6,2,3,1,103,4.57,Alojamiento entero,Limpieza avanzada,No Llegada autónoma,No ubicación_fantastica,Wifi,Cocina,Lavadora,Aire acondicionado,No Secador de pelo,No Frigorífico,Madrid,Precioso y acogedor apartamento en embajadores,https://www.airbnb.es/rooms/51442337?adults=1&children=0&infants=0&check_in=2022-04-01&check_out=2022-04-03&previous_page_section_name=1000&federated_search_id=dfd24bcc-29cf-495a-9b85-a20de8ef021d
